0.23395837188113686,0.3333333333333333,0.8428571428571429,0.9090909090909091,0.2656893580470714,0.5539503434368828,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0984251968503937,0.03543307086614173,0.38,0.12,0.04,0.0,0.0,0.0,0.12,0.3,1.0
0.0,0.6666666666666666,0.6857142857142857,0.9090909090909091,0.21074939840038903,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.007827788649706457,0.005870841487279843,0.0,0.0,0.0,0.0,0.75,0.5,0.0,1.0,0.9960629921259843,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.3333333333333333,0.8428571428571429,0.8181818181818182,0.0,0.2689715531791412,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.30708661417322836,0.31,0.61,0.0,0.0,0.21,0.68,0.6,0.0,1.0
0.0,0.6666666666666666,0.6857142857142857,0.9090909090909091,0.2211138217691954,0.284832086975051,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3333333333333333,0.6857142857142857,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05905511811023622,0.0,0.06,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.3333333333333333,0.3142857142857143,0.9090909090909091,0.6074162518240244,0.6415258585641418,0,0.0,0.0,0.019801980198019802,0.0,1,0.001256281407035176,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.003913894324853229,0.01761252446183953,0.0,0.0,0.5,0.11,1.0,0.0,0.22,1.0,0.8976377952755905,0.9,0.01,0.0,0.0,0.0,0.0,0.01,0.0,1.0
0.0,0.3333333333333333,0.37142857142857144,0.18181818181818182,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4461839530332681,0.01761252446183953,0.0,0.0,1.0,1.0,0.04,0.06,0.0,1.0,0.031496062992125984,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.81471553688906,0.3333333333333333,0.8428571428571429,0.9090909090909091,0.0,0.2689715531791412,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6456692913385826,0.65,0.33,0.0,0.0,0.49,0.76,0.33,0.01,1.0
0.0,0.6666666666666666,0.6857142857142857,0.9090909090909091,0.22418021538049215,0.28084537583697844,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5753424657534246,0.5753424657534246,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3333333333333333,0.2571428571428571,0.9090909090909091,0.2928008619907386,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.003913894324853229,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36220472440944884,0.1968503937007874,0.09,0.04,0.09,0.04,0.0,0.0,0.01,0.0,0.0
